Time,Temp_F,Humidity_pct
12:58 AM,69.8,58
1:43 AM,69.08,56
4:11 AM,70.7,56
6:00 AM,70.34,56
9:00 AM,69.98,54
1:30 PM,69.08,56
2:13 PM,69.26,56
3:19 PM,69.26,58
5:00 PM,69.26,58
7:00 PM,69.8,58
7:39 PM,69.8,58
9:00 PM,69.8,58
