Time,Temp_F,Humidity_pct
12:58 AM,68.72,56
1:43 AM,68.72,56
4:23 AM,68.72,56
6:00 AM,70.7,56
9:00 AM,70.52,54
12:09 PM,68.18,56
1:01 PM,70.16,58
1:30 PM,69.98,58
3:01 PM,69.62,58
5:00 PM,69.8,58
7:00 PM,69.8,58
