Time,Temp_F,Humidity_pct
12:58 AM,69.44,56
1:29 AM,69.8,56
3:18 AM,70.16,54
6:00 AM,69.8,54
9:00 AM,71.06,54
2:04 PM,69.26,58
5:00 PM,69.08,58
7:00 PM,68.72,58
9:00 PM,68.54,58
