Time,Temp_F
13:21,85.6
13:21,85.7
13:21,85.6
13:21,85.6
13:22,84
13:22,83.7
13:22,82.8
13:23,81.9
13:24,80.8
13:24,79.8
13:25,78.8
13:26,77.8
13:28,76.9
13:35,75.9
13:47,76.3
14:12,76.3
15:06,77.1
15:29,77.8
15:56,77.8
16:03,77.6
16:15,77.6
16:25,78.1
16:57,78.3
17:51,78.5
18:49,79.2
19:41,78.8
19:54,78.6
20:52,78.5
21:07,78.6
21:27,78.6
22:20,77.9
22:20,77.9
22:49,77.8
23:14,77.6
