Date,Time,Temp_F,DewPoint_F,Humidity_pct,Wind_Dir,Wind_Speed_mph,Wind_Gust_mph,Pressure_in,Precip_in,Condition
2026-06-21,12:00 AM,62.2,59.4,91,WNW,5.1,11.4,29.08,0.0,Fair
2026-06-21,1:00 AM,61.0,58.6,92,W,3.8,8.7,29.07,0.0,Fair
2026-06-21,2:00 AM,59.0,58.4,98,NW,2.3,7.6,29.07,0.0,Fair
2026-06-21,3:00 AM,58.3,57.4,97,W,1.9,4.0,29.08,0.0,Partly Cloudy
2026-06-21,4:00 AM,58.1,56.6,95,WSW,3.6,6.3,29.08,0.0,Partly Cloudy
2026-06-21,5:00 AM,57.4,54.6,90,W,4.0,6.9,29.09,0.0,Partly Cloudy
2026-06-21,6:00 AM,56.0,52.8,89,WNW,4.3,7.4,29.1,0.0,Partly Cloudy
2026-06-21,7:00 AM,57.8,53.7,86,WNW,4.6,8.3,29.11,0.0,Fair
2026-06-21,8:00 AM,60.5,55.6,84,W,2.4,8.3,29.13,0.0,Cloudy
2026-06-21,9:00 AM,64.3,57.7,79,W,2.0,7.6,29.15,0.0,Cloudy
2026-06-21,10:00 AM,68.5,56.4,65,WNW,2.6,9.4,29.14,0.0,Cloudy
2026-06-21,11:00 AM,71.2,54.4,55,WNW,3.1,11.0,29.14,0.0,Cloudy
2026-06-21,12:00 PM,74.2,53.3,48,W,3.6,12.1,29.14,0.0,Cloudy
2026-06-21,1:00 PM,74.9,52.0,45,WSW,3.9,12.1,29.14,0.0,Cloudy
2026-06-21,2:00 PM,73.2,53.2,49,WSW,1.7,11.9,29.15,0.0,Partly Cloudy
2026-06-21,3:00 PM,74.8,53.1,47,SW,3.0,10.1,29.14,0.0,Cloudy
2026-06-21,4:00 PM,75.4,52.9,46,SW,5.4,14.1,29.14,0.0,Cloudy
2026-06-21,5:00 PM,73.1,53.2,50,SSW,7.6,16.6,29.14,0.0,Cloudy
2026-06-21,6:00 PM,70.7,57.9,64,SSW,3.6,16.3,29.14,0.0,Cloudy
2026-06-21,7:00 PM,70.4,60.8,72,SE,2.6,5.8,29.12,0.0,Cloudy
2026-06-21,8:00 PM,68.2,64.1,87,SSW,2.4,6.9,29.12,0.0,Cloudy
2026-06-21,9:00 PM,66.7,61.4,83,SE,1.0,3.8,29.13,0.0,Cloudy
2026-06-21,10:00 PM,66.1,60.6,82,ENE,3.7,6.3,29.12,0.0,Cloudy
2026-06-21,11:00 PM,65.7,57.9,76,E,5.3,9.4,29.1,0.0,Cloudy
2026-06-22,12:00 AM,64.9,57.7,78,E,3.0,9.4,29.11,0.0,Cloudy
2026-06-22,1:00 AM,64.4,57.5,78,ENE,4.5,7.6,29.11,0.0,Cloudy
2026-06-22,2:00 AM,63.7,57.1,79,E,6.8,11.2,29.09,0.012,Light Drizzle
2026-06-22,3:00 AM,63.6,57.9,82,E,8.3,15.4,29.05,0.012,Light Drizzle
2026-06-22,4:00 AM,64.1,58.2,81,E,8.7,17.2,29.01,0.0,Cloudy
2026-06-22,5:00 AM,64.2,58.3,81,SE,9.2,17.2,29.0,0.008,Light Drizzle
2026-06-22,6:00 AM,63.2,59.5,88,SE,10.0,19.9,28.98,0.004,Light Drizzle
2026-06-22,7:00 AM,64.3,61.2,90,SSE,9.7,20.4,28.97,0.0,Cloudy
2026-06-22,8:00 AM,63.6,62.8,97,SW,8.3,23.7,29.0,0.071,Light Rain
2026-06-22,9:00 AM,67.6,66.6,97,SW,9.9,22.6,29.0,0.024,Drizzle
2026-06-22,10:00 AM,69.2,67.5,94,SSW,11.1,22.8,29.01,0.016,Light Drizzle
2026-06-22,11:00 AM,69.8,67.5,92,SSW,9.3,23.7,29.02,0.012,Light Drizzle
2026-06-22,12:00 PM,72.7,68.5,87,SW,9.6,23.3,29.03,0.012,Light Drizzle
2026-06-22,1:00 PM,77.1,70.0,79,WSW,9.5,27.3,29.01,0.004,Light Drizzle
2026-06-22,2:00 PM,75.6,68.9,80,W,8.4,28.4,29.02,0.004,Light Drizzle
2026-06-22,3:00 PM,72.6,68.0,86,WNW,7.0,25.7,29.03,0.031,Drizzle
2026-06-22,4:00 PM,75.1,69.3,82,NW,4.5,20.6,29.04,0.016,Light Drizzle
2026-06-22,5:00 PM,71.2,69.4,94,NW,6.4,17.4,29.03,0.098,Rain
2026-06-22,6:00 PM,71.6,67.1,86,NNW,7.5,17.9,29.04,0.004,Light Drizzle
2026-06-22,7:00 PM,69.9,65.0,85,N,7.9,15.9,29.05,0.0,Cloudy
2026-06-22,8:00 PM,64.8,63.4,95,N,8.4,17.7,29.07,0.0,Cloudy
2026-06-22,9:00 PM,63.0,61.3,94,N,7.9,16.6,29.09,0.0,Cloudy
2026-06-22,10:00 PM,61.7,60.0,94,N,6.6,15.0,29.12,0.0,Cloudy
2026-06-22,11:00 PM,61.3,59.3,93,N,5.8,12.3,29.13,0.0,Cloudy
2026-06-23,12:00 AM,60.8,58.8,93,N,5.9,11.2,29.14,0.0,Cloudy
2026-06-23,1:00 AM,60.6,58.6,93,N,6.9,13.0,29.13,0.0,Cloudy
2026-06-23,2:00 AM,60.7,58.8,93,N,6.8,14.5,29.14,0.0,Cloudy
2026-06-23,3:00 AM,60.6,58.5,93,N,6.9,13.4,29.14,0.0,Cloudy
2026-06-23,4:00 AM,60.1,57.9,93,N,8.1,16.1,29.13,0.0,Cloudy
2026-06-23,5:00 AM,59.4,57.5,93,N,8.1,16.1,29.14,0.0,Cloudy
2026-06-23,6:00 AM,58.5,57.3,96,N,8.5,17.2,29.15,0.0,Cloudy
2026-06-23,7:00 AM,58.9,57.4,95,N,7.9,17.2,29.17,0.0,Partly Cloudy
2026-06-23,8:00 AM,61.1,57.7,89,N,7.4,18.3,29.2,0.0,Fair
2026-06-23,9:00 AM,63.9,57.1,79,N,7.4,17.2,29.21,0.0,Fair
2026-06-23,10:00 AM,66.8,56.8,70,N,9.5,21.9,29.22,0.0,Fair
2026-06-23,11:00 AM,69.4,56.6,64,N,8.6,22.1,29.21,0.0,Fair
2026-06-23,12:00 PM,71.8,54.0,53,NNW,9.1,21.5,29.21,0.0,Fair
2026-06-23,1:00 PM,73.0,51.3,46,NNW,9.3,22.4,29.21,0.0,Fair
2026-06-23,2:00 PM,74.4,50.1,42,NNW,8.6,22.4,29.22,0.0,Fair
2026-06-23,3:00 PM,74.3,49.6,42,NNW,8.4,21.0,29.21,0.0,Fair
2026-06-23,4:00 PM,74.3,49.1,41,NNW,8.9,20.8,29.21,0.0,Fair
2026-06-23,5:00 PM,73.8,48.4,41,NNW,9.3,21.5,29.21,0.0,Fair
2026-06-23,6:00 PM,72.4,48.7,43,NNW,9.1,21.0,29.22,0.0,Cloudy
2026-06-23,7:00 PM,69.8,51.3,52,NNW,7.8,19.5,29.22,0.0,Fair
2026-06-23,8:00 PM,67.4,52.3,58,NNW,7.6,15.4,29.24,0.0,Fair
2026-06-23,9:00 PM,64.9,51.0,61,N,6.5,13.9,29.25,0.0,Fair
2026-06-23,10:00 PM,62.3,51.4,67,NNW,5.7,12.3,29.26,0.0,Fair
2026-06-23,11:00 PM,60.6,51.8,73,NNW,5.4,10.3,29.27,0.0,Fair
2026-06-24,8:53 AM,61,54,78,CALM,0,0,28.86,0.0,Fair
2026-06-24,9:53 AM,65,55,70,NNW,6,0,28.87,0.0,Fair
2026-06-24,10:53 AM,68,56,65,N,5,0,28.87,0.0,Fair
2026-06-24,11:17 AM,69,55,61,NW,6,0,28.86,0.0,Partly Cloudy
2026-06-24,11:53 AM,71,54,55,N,6,0,28.86,0.0,Fair
2026-06-24,12:53 PM,73,53,49,WNW,6,0,28.84,0.0,Fair
2026-06-24,1:53 PM,75,54,48,N,8,0,28.82,0.0,Mostly Cloudy
2026-06-24,2:53 PM,74,51,45,VAR,3,0,28.81,0.0,Partly Cloudy
2026-06-24,3:53 PM,76,50,40,WNW,8,0,28.80,0.0,Fair
2026-06-24,4:53 PM,75,49,40,W,10,0,28.80,0.0,Fair
2026-06-24,5:53 PM,74,49,41,WNW,5,0,28.79,0.0,Fair
2026-06-24,6:53 PM,75,51,43,SW,6,0,28.78,0.0,Fair
2026-06-24,7:53 PM,73,51,46,WSW,5,0,28.79,0.0,Fair
2026-06-24,8:53 PM,70,52,53,S,3,0,28.78,0.0,Fair
2026-06-24,9:53 PM,67,53,61,SSE,3,0,28.79,0.0,Fair
2026-06-24,10:53 PM,63,54,72,SE,6,0,28.78,0.0,Fair
2026-06-24,11:53 PM,63,53,70,SSE,6,0,28.78,0.0,Fair
2026-06-25,12:53 AM,60,53,78,SE,6,0,28.77,0.0,Fair
2026-06-25,1:53 AM,62,53,72,SE,5,0,28.77,0.0,Fair
2026-06-25,2:53 AM,62,53,72,SSE,7,0,28.77,0.0,Mostly Cloudy
2026-06-25,3:53 AM,63,53,70,SSE,7,0,28.76,0.0,Mostly Cloudy
2026-06-25,4:53 AM,61,53,75,SE,6,0,28.75,0.0,Fair
2026-06-25,5:53 AM,62,53,72,S,5,0,28.76,0.0,Partly Cloudy
2026-06-25,6:53 AM,63,54,72,SSE,5,0,28.75,0.0,Cloudy
2026-06-25,7:53 AM,64,55,72,SSE,5,0,28.76,0.0,Fair
2026-06-25,8:53 AM,66,56,70,SSW,7,0,28.77,0.0,Mostly Cloudy
2026-06-25,9:53 AM,70,59,68,SW,7,0,28.77,0.0,Mostly Cloudy
2026-06-25,10:53 AM,73,60,64,WSW,7,0,28.77,0.0,Mostly Cloudy
2026-06-25,11:53 AM,76,60,58,SW,12,0,28.77,0.0,Fair
2026-06-25,12:53 PM,75,59,57,SSW,13,17,28.75,0.0,Partly Cloudy
2026-06-25,1:53 PM,73,58,59,SW,12,0,28.74,0.0,Mostly Cloudy
2026-06-25,2:53 PM,77,61,58,SSW,13,0,28.73,0.0,Partly Cloudy
2026-06-25,3:53 PM,77,61,58,SSW,13,20,28.73,0.0,Partly Cloudy
2026-06-25,4:53 PM,79,62,56,S,17,21,28.71,0.0,Partly Cloudy
2026-06-25,5:53 PM,71,63,75,CALM,0,0,28.72,0.0,Cloudy
2026-06-25,6:53 PM,68,65,90,SW,6,0,28.72,0.1,Light Rain
2026-06-25,7:53 PM,67,65,93,S,8,0,28.71,0.1,Light Rain
2026-06-25,8:53 PM,66,64,93,SSE,7,0,28.71,0.0,Cloudy
2026-06-25,9:53 PM,66,65,96,ESE,3,0,28.73,0.0,Cloudy
2026-06-25,10:53 PM,65,64,97,VAR,5,0,28.76,0.0,Mostly Cloudy
2026-06-25,11:53 PM,64,63,96,ESE,7,0,28.75,0.0,Mist
2026-06-26,12:29 AM,63,62,97,ESE,6,0,28.76,0.0,Mist
2026-06-26,12:39 AM,63,63,100,SSE,5,0,28.76,0.0,Mist
2026-06-26,12:45 AM,63,62,97,SE,5,0,28.76,0.0,Mist
2026-06-26,12:49 AM,63,63,100,SE,6,0,28.75,0.0,Fog
2026-06-26,12:53 AM,62,62,100,SE,7,0,28.75,0.0,Fog
2026-06-26,12:59 AM,63,62,97,SE,7,0,28.75,0.0,Mist
2026-06-26,1:02 AM,63,62,97,SE,7,0,28.75,0.0,Mist
2026-06-26,1:53 AM,63,63,100,S,6,0,28.75,0.0,Fair
2026-06-26,2:53 AM,65,64,97,SSW,6,0,28.74,0.0,Partly Cloudy
2026-06-26,3:53 AM,65,64,97,S,5,0,28.74,0.0,Fair
2026-06-26,4:53 AM,64,64,100,S,3,0,28.75,0.0,Mist
2026-06-26,5:53 AM,64,64,100,CALM,0,0,28.76,0.0,Mist
2026-06-26,6:53 AM,64,64,100,SSW,6,0,28.79,0.0,Fog
2026-06-26,7:53 AM,66,65,96,SSW,5,0,28.81,0.0,Mist
2026-06-26,8:53 AM,66,65,96,SW,5,0,28.82,0.0,Mist
2026-06-26,9:53 AM,68,66,93,WNW,5,0,28.83,0.0,Mostly Cloudy
2026-06-26,10:53 AM,69,65,87,CALM,0,0,28.83,0.0,Mostly Cloudy
2026-06-26,11:53 AM,71,66,84,SW,6,0,28.85,0.0,Partly Cloudy
2026-06-26,12:53 PM,72,66,81,WSW,5,0,28.84,0.0,Fair
2026-06-26,1:53 PM,74,65,73,W,5,0,28.83,0.0,Fair
2026-06-26,2:53 PM,75,64,69,W,5,0,28.82,0.0,Partly Cloudy
2026-06-26,3:53 PM,73,65,76,SW,3,0,28.82,0.0,Light Rain
2026-06-26,4:53 PM,74,65,73,W,5,0,28.81,0.0,Fair
2026-06-26,5:53 PM,74,65,73,CALM,0,0,28.80,0.0,Mostly Cloudy
2026-06-26,6:53 PM,73,66,79,NNW,3,0,28.81,0.0,Mostly Cloudy
2026-06-26,7:53 PM,71,67,87,CALM,0,0,28.81,0.0,Cloudy
2026-06-26,8:53 PM,71,64,78,NE,3,0,28.81,0.0,Cloudy
2026-06-26,9:53 PM,69,65,87,ENE,7,0,28.80,0.0,Cloudy
2026-06-26,10:53 PM,69,63,81,E,6,0,28.80,0.0,Cloudy
2026-06-26,11:53 PM,68,65,90,CALM,0,0,28.80,0.0,Light Rain
2026-06-27,12:00 AM,66.7,66.2,98,SE,2.1,5.6,29.23,0.0,Cloudy
2026-06-27,1:00 AM,65.9,65.7,99,SE,1.2,3.8,29.22,0.008,Light Drizzle
2026-06-27,2:00 AM,66.7,66.7,100,NNW,2.0,6.9,29.21,0.016,Light Drizzle
2026-06-27,3:00 AM,66.5,66.1,99,NNE,3.5,7.6,29.21,0.059,Light Rain
2026-06-27,4:00 AM,66.1,65.6,98,NE,4.3,12.5,29.2,0.055,Light Rain
2026-06-27,5:00 AM,65.6,65.1,98,E,4.3,14.3,29.18,0.063,Light Rain
2026-06-27,6:00 AM,65.0,64.6,98,ESE,5.1,9.2,29.18,0.02,Drizzle
2026-06-27,7:00 AM,65.5,65.1,99,E,3.6,9.4,29.18,0.004,Light Drizzle
2026-06-27,8:00 AM,65.1,64.7,98,ENE,3.9,7.6,29.21,0.004,Light Drizzle
2026-06-27,9:00 AM,68.0,65.9,93,SE,4.2,10.5,29.2,0.0,Cloudy
2026-06-27,10:00 AM,71.4,67.4,87,SSE,3.1,11.9,29.19,0.008,Light Drizzle
2026-06-27,11:00 AM,73.6,67.4,81,SSW,4.1,11.0,29.17,0.012,Light Drizzle
2026-06-27,12:00 PM,75.5,67.5,76,SSW,4.8,13.6,29.16,0.008,Light Drizzle
2026-06-27,1:00 PM,77.2,68.4,74,SSW,4.0,13.9,29.15,0.004,Light Drizzle
2026-06-27,2:00 PM,74.6,67.6,79,SW,7.2,13.4,29.16,0.02,Drizzle
2026-06-27,3:00 PM,75.1,66.8,75,SW,6.6,16.3,29.15,0.008,Light Drizzle
2026-06-27,4:00 PM,75.6,66.3,73,WSW,4.8,15.4,29.14,0.004,Light Drizzle
2026-06-27,5:00 PM,74.8,67.7,79,W,2.4,11.4,29.13,0.004,Light Drizzle
2026-06-27,6:00 PM,73.6,67.7,82,NNW,2.2,6.3,29.13,0.012,Light Drizzle
2026-06-27,7:00 PM,73.6,68.2,83,NNE,2.7,7.6,29.11,0.004,Light Drizzle
2026-06-27,8:00 PM,72.1,68.7,89,NNE,4.9,7.2,29.13,0.004,Light Drizzle
2026-06-27,9:00 PM,70.7,68.3,92,NE,4.6,9.4,29.14,0.0,Partly Cloudy
2026-06-27,10:00 PM,69.6,68.0,95,ENE,3.7,8.7,29.15,0.0,Fair
2026-06-27,11:00 PM,68.4,67.3,96,ENE,2.9,6.5,29.14,0.0,Fair
2026-06-28,12:25 AM,68,67,96,ESE,3,0,28.71,0.0,Cloudy
2026-06-28,12:34 AM,68,67,96,SE,3,0,28.71,0.0,Cloudy
2026-06-28,12:53 AM,68,68,100,SE,3,0,28.70,0.0,Mist
2026-06-28,1:05 AM,68,68,100,ESE,5,0,28.70,0.0,Mist
2026-06-28,1:53 AM,68,68,100,SSE,3,0,28.70,0.0,Mist
2026-06-28,2:29 AM,68,68,100,S,3,0,28.70,0.0,Cloudy
2026-06-28,2:53 AM,69,68,96,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,3:07 AM,69,68,96,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,3:29 AM,69,68,96,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,3:36 AM,68,68,100,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,3:53 AM,69,68,96,CALM,0,0,28.68,0.0,Cloudy
2026-06-28,4:15 AM,69,68,96,CALM,0,0,28.68,0.0,Cloudy
2026-06-28,4:42 AM,69,68,96,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,4:53 AM,69,68,96,CALM,0,0,28.69,0.0,Cloudy
2026-06-28,4:59 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:12 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:14 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:21 AM,68,68,100,CALM,0,0,28.69,0.0,Fog
2026-06-28,5:32 AM,68,68,100,CALM,0,0,28.69,0.0,Fog
2026-06-28,5:40 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:49 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:53 AM,68,68,100,CALM,0,0,28.69,0.0,Mist
2026-06-28,5:56 AM,68,68,100,CALM,0,0,28.70,0.0,Fog
2026-06-28,6:07 AM,69,68,96,CALM,0,0,28.70,0.0,Fog
2026-06-28,6:26 AM,69,68,96,CALM,0,0,28.70,0.0,Fog
2026-06-28,6:53 AM,68,68,100,NE,6,0,28.70,0.0,Fog
2026-06-28,7:10 AM,69,68,96,ENE,3,0,28.70,0.0,Fog
2026-06-28,7:17 AM,68,68,100,ENE,5,0,28.70,0.0,Fog
2026-06-28,7:34 AM,69,68,96,E,3,0,28.70,0.0,Fog
2026-06-28,7:53 AM,69,69,100,E,7,0,28.70,0.0,Fog
2026-06-28,8:03 AM,69,69,100,E,6,0,28.70,0.0,Mist
2026-06-28,8:16 AM,69,69,100,E,5,0,28.70,0.0,Mist
2026-06-28,8:24 AM,69,69,100,E,5,0,28.70,0.0,Cloudy
2026-06-28,8:36 AM,70,69,97,ESE,5,0,28.70,0.0,Cloudy
2026-06-28,8:53 AM,70,69,97,CALM,0,0,28.70,0.0,Cloudy
2026-06-28,9:23 AM,70,69,97,CALM,0,0,28.71,0.0,Cloudy
2026-06-28,9:53 AM,71,69,93,SE,3,0,28.70,0.0,Cloudy
2026-06-28,10:05 AM,71,70,96,E,3,0,28.70,0.0,Cloudy
2026-06-28,10:20 AM,74,70,87,CALM,0,0,28.70,0.0,Cloudy
2026-06-28,10:28 AM,74,69,85,CALM,0,0,28.70,0.0,Mostly Cloudy
2026-06-28,10:35 AM,75,70,84,VAR,3,0,28.70,0.0,Mostly Cloudy
2026-06-28,10:53 AM,76,70,82,ESE,5,0,28.71,0.0,Cloudy
2026-06-28,11:13 AM,75,70,84,ENE,6,0,28.71,0.0,Cloudy
2026-06-28,11:53 AM,73,71,93,NNE,5,0,28.71,0.1,Light Rain
2026-06-28,12:04 PM,74,71,91,NE,7,0,28.71,0.0,Light Rain
2026-06-28,12:53 PM,73,72,96,SSW,5,0,28.72,0.1,Light Rain
2026-06-28,1:34 PM,72,71,97,W,6,0,28.72,0.0,Light Rain
2026-06-28,1:43 PM,73,70,90,WNW,3,0,28.72,0.0,Light Rain
2026-06-28,1:53 PM,73,71,93,WNW,5,0,28.72,0.0,Light Rain
2026-06-28,2:00 PM,73,71,93,NW,7,0,28.72,0.0,Light Rain with Thunder
2026-06-28,2:15 PM,75,73,94,WNW,3,0,28.71,0.0,Thunder in the Vicinity
2026-06-28,2:27 PM,75,71,87,NW,5,0,28.71,0.0,Cloudy
2026-06-28,2:53 PM,76,71,85,CALM,0,0,28.72,0.0,Cloudy
2026-06-28,3:53 PM,77,72,84,N,5,0,28.72,0.0,Cloudy
2026-06-28,4:53 PM,79,69,72,CALM,0,0,28.70,0.0,Cloudy
2026-06-28,5:53 PM,78,71,79,NNW,3,0,28.71,0.0,Mostly Cloudy
2026-06-28,6:53 PM,77,71,82,CALM,0,0,28.71,0.0,Cloudy
2026-06-28,7:53 PM,77,70,79,NE,3,0,28.72,0.0,Fair
2026-06-28,8:53 PM,75,70,84,ENE,3,0,28.73,0.0,Mostly Cloudy
2026-06-28,9:53 PM,74,70,87,SE,3,0,28.74,0.0,Fair
2026-06-28,10:53 PM,72,70,93,CALM,0,0,28.75,0.0,Fair
2026-06-28,11:51 PM,70,70,100,CALM,0,0,28.76,0.0,Mist
2026-06-28,11:53 PM,70,70,100,CALM,0,0,28.75,0.0,Mist
2026-06-28,11:56 PM,70,70,100,CALM,0,0,28.75,0.0,Mist
2026-06-29,12:53 AM,70,70,100,N,3,0,28.76,0.0,Fair
2026-06-29,1:20 AM,69,68,96,E,7,0,28.76,0.0,Mist
2026-06-29,1:28 AM,69,69,100,E,3,0,28.76,0.0,Mist
2026-06-29,1:33 AM,69,69,100,NE,5,0,28.77,0.0,Mist
2026-06-29,1:53 AM,69,68,96,E,6,0,28.77,0.0,Mist
2026-06-29,1:56 AM,69,69,100,E,7,0,28.76,0.0,Mist
2026-06-29,1:59 AM,69,69,100,ESE,6,0,28.76,0.0,Fog
2026-06-29,2:08 AM,68,68,100,E,5,0,28.76,0.0,Fog
2026-06-29,2:53 AM,68,68,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,3:03 AM,68,68,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,3:53 AM,67,67,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,4:08 AM,67,67,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,4:18 AM,67,67,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,4:25 AM,67,67,100,CALM,0,0,28.77,0.0,Fog
2026-06-29,4:40 AM,66,66,100,SE,3,0,28.77,0.0,Fog
2026-06-29,4:53 AM,66,65,96,ESE,5,0,28.77,0.0,Fog
2026-06-29,5:15 AM,66,66,100,E,5,0,28.78,0.0,Fog
2026-06-29,5:24 AM,65,65,100,CALM,0,0,28.78,0.0,Fog
2026-06-29,5:36 AM,66,66,100,CALM,0,0,28.78,0.0,Fog
2026-06-29,5:48 AM,66,66,100,CALM,0,0,28.78,0.0,Fog
2026-06-29,5:53 AM,66,66,100,CALM,0,0,28.78,0.0,Fog
2026-06-29,6:14 AM,66,66,100,SE,3,0,28.79,0.0,Fog
2026-06-29,6:53 AM,67,66,97,CALM,0,0,28.80,0.0,Fog
2026-06-29,7:16 AM,67,67,100,CALM,0,0,28.81,0.0,Fog
2026-06-29,7:34 AM,68,67,96,CALM,0,0,28.82,0.0,Fog
2026-06-29,7:46 AM,68,68,100,CALM,0,0,28.82,0.0,Fog
2026-06-29,7:53 AM,68,68,100,CALM,0,0,28.82,0.0,Fog
2026-06-29,8:17 AM,69,68,96,CALM,0,0,28.83,0.0,Fog
2026-06-29,8:25 AM,69,69,100,CALM,0,0,28.83,0.0,Fog
2026-06-29,8:48 AM,70,70,100,CALM,0,0,28.84,0.0,Fog
2026-06-29,8:53 AM,70,70,100,ENE,3,0,28.84,0.0,Fog
2026-06-29,9:03 AM,71,70,96,ENE,5,0,28.84,0.0,Mist
2026-06-29,9:30 AM,71,70,96,ESE,5,0,28.85,0.0,Mist
2026-06-29,9:53 AM,71,71,100,ESE,6,0,28.85,0.0,Cloudy
2026-06-29,10:03 AM,71,71,100,ESE,7,0,28.85,0.0,Cloudy
2026-06-29,10:30 AM,73,71,93,ENE,7,0,28.85,0.0,Cloudy
2026-06-29,10:53 AM,76,72,87,ESE,6,0,28.85,0.0,Mostly Cloudy
2026-06-29,11:23 AM,77,72,84,VAR,3,0,28.85,0.0,Partly Cloudy
2026-06-29,11:53 AM,79,72,79,CALM,0,0,28.84,0.0,Fair
2026-06-29,12:53 PM,82,70,67,CALM,0,0,28.84,0.0,Fair
2026-06-29,1:28 PM,84,72,67,VAR,3,0,28.84,0.0,Mostly Cloudy
2026-06-29,1:35 PM,84,72,67,NNE,6,0,28.84,0.0,Partly Cloudy
2026-06-29,1:53 PM,83,70,65,CALM,0,0,28.84,0.0,Fair
2026-06-29,2:53 PM,85,71,63,SSW,3,0,28.84,0.0,Partly Cloudy
2026-06-29,3:53 PM,85,69,59,CALM,0,0,28.84,0.0,Mostly Cloudy
2026-06-29,4:53 PM,85,70,61,E,5,0,28.82,0.0,Partly Cloudy
2026-06-29,5:53 PM,86,70,59,ENE,3,0,28.82,0.0,Fair
2026-06-29,6:53 PM,85,69,59,CALM,0,0,28.82,0.0,Fair
2026-06-29,7:53 PM,82,72,71,SE,5,0,28.81,0.0,Fair
2026-06-29,8:53 PM,79,71,77,SE,5,0,28.81,0.0,Fair
2026-06-29,9:53 PM,77,70,79,SE,5,0,28.82,0.0,Fair
2026-06-29,10:53 PM,75,70,84,SE,6,0,28.83,0.0,Fair
2026-06-29,11:53 PM,76,70,82,SSE,6,0,28.82,0.0,Fair
2026-06-30,12:53 AM,74,70,87,S,6,0,28.82,0.0,Fair
2026-06-30,1:53 AM,74,70,87,SSE,3,0,28.83,0.0,Fair
2026-06-30,2:53 AM,73,70,90,ESE,6,0,28.83,0.0,Mostly Cloudy
2026-06-30,3:53 AM,73,70,90,S,3,0,28.82,0.0,Mostly Cloudy
2026-06-30,4:53 AM,72,70,93,SE,3,0,28.82,0.0,Fair
2026-06-30,5:53 AM,74,69,85,S,6,0,28.83,0.0,Partly Cloudy
2026-06-30,6:53 AM,73,70,90,SE,5,0,28.84,0.0,Cloudy
2026-06-30,7:53 AM,75,70,84,S,5,0,28.84,0.0,Mostly Cloudy
2026-06-30,8:53 AM,79,72,79,SSW,7,0,28.84,0.0,Fair
2026-06-30,9:18 AM,79,72,79,SSW,8,0,28.85,0.0,Cloudy
2026-06-30,9:48 AM,81,73,79,VAR,7,0,28.84,0.0,Mostly Cloudy
2026-06-30,9:53 AM,80,73,79,SSW,5,0,28.84,0.0,Mostly Cloudy
2026-06-30,10:53 AM,83,74,74,SSW,8,0,28.84,0.0,Fair
2026-06-30,11:53 AM,86,75,70,SSW,9,0,28.82,0.0,Mostly Cloudy
2026-06-30,12:53 PM,88,74,63,VAR,6,0,28.81,0.0,Partly Cloudy
2026-06-30,1:53 PM,89,74,61,SW,13,0,28.80,0.0,Fair
2026-06-30,2:53 PM,90,73,57,VAR,7,0,28.79,0.0,Partly Cloudy
2026-06-30,3:53 PM,90,73,57,SW,15,20,28.78,0.0,Fair
2026-06-30,4:53 PM,90,72,55,SW,15,25,28.77,0.0,Fair
2026-06-30,5:53 PM,89,72,57,WSW,12,22,28.76,0.0,Fair
2026-06-30,6:53 PM,88,73,61,SW,10,22,28.75,0.0,Fair
2026-06-30,7:53 PM,86,73,65,SW,8,0,28.75,0.0,Fair
2026-06-30,8:53 PM,83,72,69,SW,7,0,28.75,0.0,Fair
2026-06-30,9:53 PM,82,72,71,SW,6,0,28.77,0.0,Fair
2026-06-30,10:53 PM,80,72,76,SSW,7,0,28.78,0.0,Fair
2026-06-30,11:53 PM,79,72,79,SW,8,0,28.79,0.0,Fair
2026-07-01,12:53 AM,79,73,82,SW,8,0,28.78,0.0,Fair
2026-07-01,1:53 AM,78,73,84,SW,6,0,28.78,0.0,Fair
2026-07-01,2:53 AM,77,73,88,SW,6,0,28.78,0.0,Fair
2026-07-01,3:53 AM,76,73,91,SSW,5,0,28.79,0.0,Fair
2026-07-01,4:53 AM,75,72,90,SSW,5,0,28.79,0.0,Fair
2026-07-01,5:53 AM,74,72,93,S,5,0,28.81,0.0,Fair
2026-07-01,6:53 AM,74,72,93,S,5,0,28.81,0.0,Fair
2026-07-01,7:53 AM,77,74,90,SW,5,0,28.82,0.0,Partly Cloudy
2026-07-01,8:53 AM,79,75,88,SW,7,0,28.83,0.0,Partly Cloudy
